order_id,order_purchase_timestamp,payment_sequential,payment_type,payment_installments,payment_value,review_score,customer_unique_id,customer_state,product_category_name
128e10d95713541c87cd1a2e48201934,2017-08-15 18:29:31,1,credit_card,3,37.77,4,3a51803cc0d012c3b5dc8b7528cb05f7,SP,housewares
0e7e841ddf8f8f2de2bad69267ecfbcf,2017-08-02 18:24:47,1,credit_card,1,37.77,5,ef0996a1a279c26e7ecbd737be23d235,SP,housewares
5f49f31e537f8f1a496454b48edbe34d,2017-08-24 11:31:28,1,credit_card,1,127.45,1,7a1de9bde89aedca8c5fbad489c5571c,SP,housewares
1fa40f202d5d233b6491e976c557b822,2017-09-23 22:11:10,1,credit_card,1,50.05,4,35c6ec4630637b3ec0da6e587f245f83,AM,housewares
41c045db2d1876be9f05cf4a787693b2,2017-08-16 14:06:30,1,credit_card,1,32.68,5,4e4fa2b85379e9db6dc59f873f0a9748,SP,housewares
e7c984c7684388a750178a7187b29cc4,2017-07-25 17:26:12,1,credit_card,4,96.88,4,eca8b601332d77bbeaebd6777d239e5b,SP,housewares
f94be056d3d4f784555461ec0c2c19db,2017-06-08 11:18:47,1,credit_card,2,119.94,5,c11c87f1bdcf10efbe8fee744928c767,MG,housewares
3a80a334a6f31719b180d46fb8f00c5e,2017-08-18 00:50:21,1,credit_card,1,96.88,4,5b855416b6a0343aeb247df1750ea77d,SP,housewares
5cd1638878e3bdec096de84a8d51fd2d,2017-09-18 20:31:56,1,credit_card,4,96.88,5,d5dea31916765489154e0f82c3e66bf7,SP,housewares
5451dcf8797facb072201af54921f04a,2017-09-11 12:26:35,1,credit_card,9,96.88,5,803ab0230700aa3e3f02a4c1ef9b2d9c,SP,housewares
1789de6268270fe6cffeb6071ee2a771,2017-08-27 15:53:46,1,credit_card,2,96.88,5,f0b7165f60c13ee2b33fa91921b52fe3,RS,housewares
d34eb5c929ae5f0d803924b567328c56,2017-09-02 20:57:55,1,credit_card,3,96.88,3,1592afd17b2f35f2cd7c93c1144923db,PR,housewares
cf7dd05504fa5d4ddab58fcb69bb18a6,2017-05-02 16:32:37,1,credit_card,2,111.86,4,5fcdfdcc429b8b707ca957274c8f8d8f,RJ,housewares
2d164d0e1a9bf9183533b441ccd8796d,2017-06-28 20:47:14,1,credit_card,3,75.03,5,bf6bdab86c9bf5f5e6aafe5be999993a,SP,housewares
657c8133b6409d539b814888352b50f1,2017-06-03 11:50:59,1,credit_card,1,75.03,5,c96b9f12e8d8b767988234c2ca0d95ce,SP,housewares
86c0dd8bf457a10687920d54ee6fb12e,2017-05-19 15:20:58,1,credit_card,3,60.5,5,acc6272ca5228177e324bd704e24488f,SP,housewares
29b56549adf0256e35b6aabd8a7f7455,2017-08-07 16:45:26,1,credit_card,3,61.58,4,cfde5305d07e35893800f16df83aec28,SP,housewares
b7c7121d097737e9dc40325e48481e42,2017-06-28 12:48:55,1,credit_card,6,61.58,5,d32b388b3c40e8bb7d1a828afb842f75,SP,housewares
2b20baf94a095e002981091891209751,2017-05-29 21:35:00,1,voucher,1,26.87,4,871f04508eb8336a8e7a7289e8b3fe7d,SP,housewares
2b20baf94a095e002981091891209751,2017-05-29 21:35:00,2,voucher,1,34.71,4,871f04508eb8336a8e7a7289e8b3fe7d,SP,housewares
ea200c2f72468756bdc5cd200dbc7a8a,2017-05-24 11:22:48,1,voucher,1,61.58,3,8fe6ccf0f64d9f15b6286394e4fc9942,SP,housewares
5d05ba02d8d5d85144c3c1d7ea3f0aa5,2017-07-31 13:06:27,1,credit_card,6,61.58,3,743ae4a42b4f1db2c3ecd797392ef962,SP,housewares
1f6c594830067e510e93534e3e3d0a2d,2017-08-04 04:37:15,1,boleto,1,123.16,3,95ebae49ad8c37779ee72d5acacdb679,RS,housewares
1f6c594830067e510e93534e3e3d0a2d,2017-08-04 04:37:15,1,boleto,1,123.16,3,95ebae49ad8c37779ee72d5acacdb679,RS,housewares
e01f636edc7155ddecc78f311b1f2cd0,2017-07-01 20:28:03,1,credit_card,1,23.72,5,26a8f651c4b6734e400909611ad586f4,SP,housewares
e01f636edc7155ddecc78f311b1f2cd0,2017-07-01 20:28:03,2,voucher,1,42.28,5,26a8f651c4b6734e400909611ad586f4,SP,housewares
7e746592e95b3026beaecc92855b04b1,2017-08-28 20:15:12,1,boleto,1,61.16,1,330fdaa06f93c0c6ffb4af7d79c1ef12,SP,housewares
cb76073dcac4855294787c458ec58b68,2017-05-18 14:17:01,1,credit_card,2,66.64,5,9b458553be21b8b42fda74098ce6d9e6,SC,housewares
bb310183fd0dc613fbe383644fb159eb,2017-08-25 09:18:32,1,credit_card,1,73.78,5,a2379176074b7a64180d0018c341be56,RJ,housewares
8c76360cdd0bb9fda017969a3d273dc1,2017-05-16 07:54:03,1,boleto,1,57.59,4,1d49972e6a573d4fc315bd8c388a6249,SP,housewares
bc013111c60b015626cc7e438ddb0823,2017-06-28 18:52:40,1,boleto,1,68.74,4,6f68bd1eaca4aff135be0967231ecbbd,MG,housewares
74a93edfa68b687b0e3697b4e20e4b80,2017-09-07 19:17:27,1,credit_card,7,71.79,5,ee973ae3d148977a7717fdba51bc7fce,RS,housewares
9325417ccf2008bcf613acffa684a24e,2017-07-18 09:32:43,1,credit_card,1,15.16,3,73c98b9fb2915e310beec9c7b126745a,SP,housewares
9325417ccf2008bcf613acffa684a24e,2017-07-18 09:32:43,2,voucher,1,135.0,3,73c98b9fb2915e310beec9c7b126745a,SP,housewares
2b2dd432bec6d33562a2dd8962ff1e61,2017-06-01 09:01:29,1,credit_card,8,86.99,5,95717dc240e965aaa7bbbbd67518f26d,MG,housewares
60e8b42fc95ec83d1e3bc2c7f7b4350d,2017-07-28 18:33:50,1,boleto,1,148.06,4,af193220ef9da8d32e1c4cc37b3cf916,SP,housewares
4ff46a29d577865d29d0f31408b3eddf,2017-09-01 16:26:43,1,credit_card,10,131.82,3,994a19021e2e87292b9c691a5599ced4,RJ,housewares
3d5dd5656fbfbdc5a7798d2e0885122f,2017-08-24 10:39:15,1,credit_card,2,87.61,5,4b69463d4a30fdba7171716504935ef7,RJ,housewares
467e12527db98ba8ff31b60f0a2cddfd,2017-08-18 05:17:47,1,credit_card,2,61.16,4,77784ec016bfbcc51d2394d1632f0d3d,SP,housewares
d7265f36cbd2814e8be76a4fca48a1d8,2017-05-18 11:54:08,1,credit_card,1,95.31,5,b85081fd0080956c8808f326a9039e85,RJ,housewares
5ba291a4740d9f7973e2f135a6a7f54f,2017-05-08 11:45:34,1,credit_card,2,51.69,5,ce1422ea681a87fe34f97776b0bc803f,SP,housewares
a3a5d73f1d5b6acf698fdd0e795d2ec5,2017-05-03 17:04:37,1,credit_card,1,54.56,4,1b1d83efed255b0a6b212b9f679f5367,PR,housewares
d738667fa4f31f5d89dd8dfcc07699ec,2017-05-08 12:05:40,1,boleto,1,51.69,5,4372e5fa60912ce319a7a75a8c3ce61f,SP,housewares
738ab6c7be5e44aff6c34378317215b2,2017-09-15 22:59:54,1,boleto,1,57.34,4,977c5bd5ce39d7b51b6f6637df11080c,SP,housewares
405700c657d0b6fb125f7507a0bce1c7,2017-09-06 13:36:57,1,credit_card,3,63.11,5,5e45d7ebbd66a428e7ee79a89819f1ee,RJ,housewares
2f972348117659ed047953f60257c3cd,2017-09-11 22:03:59,1,credit_card,3,105.08,5,ae20947231d4d44dde1680a7ab14d90a,RJ,housewares
967cde7a2c0b8ea6e85560f633d3e704,2017-08-16 10:53:28,1,credit_card,1,96.8,5,2489a74df91cb332f3a9563e7bcbc45b,SP,housewares
b3ba9e96f5d04c8c20e37e9ffd2e79a8,2017-07-24 11:33:53,1,credit_card,4,96.8,5,dcb9635a30751dab4a174e22631b70dd,SP,housewares
533dbcda0a703be171113573af8b3467,2017-08-31 17:12:56,1,credit_card,1,212.16,4,001147e649a7b1afd577e873841632dd,PR,housewares
533dbcda0a703be171113573af8b3467,2017-08-31 17:12:56,1,credit_card,1,212.16,4,001147e649a7b1afd577e873841632dd,PR,housewares
852e2ae704b2196f904561391b2b6bd2,2017-09-07 17:54:36,1,voucher,1,98.15,5,e18cee143cce72844354d8e8b973ec3e,SP,housewares
7dca7e268d48febba328f16ddec37584,2017-09-05 19:17:03,1,credit_card,1,196.3,5,ebeaa56fbd251db9fe6d26e599b375ed,SP,housewares
7dca7e268d48febba328f16ddec37584,2017-09-05 19:17:03,1,credit_card,1,196.3,5,ebeaa56fbd251db9fe6d26e599b375ed,SP,housewares
5330599ad58e0e0355fcb5c997d3f8f2,2017-09-02 22:37:04,1,credit_card,3,105.08,5,ae20947231d4d44dde1680a7ab14d90a,RJ,housewares
32ee7f6a6c903af7e78ba4484169b74e,2017-09-19 14:54:52,1,credit_card,1,101.22,5,6aa78de3081cb1cffaea4ddcc5a32ef9,SP,housewares
a4ce473749f3d49434d83a58607881b6,2017-09-11 15:09:42,1,debit_card,1,162.25,5,bf34f637333160aa0d0698053e907b96,SP,housewares
78f0db6f25f112d1100e8d940a643fd5,2017-09-03 17:18:48,1,credit_card,3,179.45,5,bde5dd3b9015c51c297ae03b0bfd0e06,CE,housewares
3d782e9c655f398bd57fc44d3f02b515,2017-09-12 13:49:33,1,credit_card,3,66.89,5,5c09ac095bae0ce431cea9cd2b603ad1,SP,housewares
9dc2f5ffe1031614a3db70c07d9bd36c,2017-09-21 12:19:09,1,boleto,1,69.14,5,acd20c20e47ca57e3e40aaa54214c8b3,RJ,housewares
7f95c99388c7aa1157d5992428f2e94c,2017-09-10 14:02:32,1,credit_card,1,25.78,5,acfd8b4b99b7c67d912bedc264fa8780,SP,housewares
19c339969d909ed2babf33e7ca9e61c7,2017-08-25 10:43:58,1,boleto,1,33.1,4,1e2b9640573092012db0906fd256112c,RS,housewares
281c358f0dcde9783e899cfe62c1097f,2017-09-20 12:23:52,1,credit_card,2,85.11,3,d9f25fb4e5e3c941baeab47061582326,SP,housewares
90e5ad6118ea4ea07eb9de3aa9c698d2,2017-09-27 06:56:34,1,credit_card,4,91.78,3,cbeccbbd36ddd0bcdc38ed78bdf4df13,ES,housewares
b5f45148cb552bb72d183e82cf6a36d1,2017-07-12 14:37:58,1,credit_card,10,308.13,5,fcad22b837ecaad830f77692e5db6c3d,SP,housewares
b5f45148cb552bb72d183e82cf6a36d1,2017-07-12 14:37:58,2,voucher,1,100.0,5,fcad22b837ecaad830f77692e5db6c3d,SP,housewares
2f246ee329fce6932458bc7a10625d2a,2017-05-26 18:35:51,1,credit_card,4,41.69,5,ee25395beccf60a948ec3591ec9ddacf,BA,housewares
429820950af3ab4d3ce2ea5897c9182f,2017-05-30 01:31:09,1,credit_card,2,40.0,5,026c7e2e8e363c7e734a716f9c70dfc3,RJ,housewares
63bd0403bf8eb2bb94cdcf79ce0e5ebb,2017-08-13 00:20:21,1,credit_card,3,32.75,5,7b8637d830cbfdecb836c1ea12548d30,SP,housewares
315ab79b5d15b5e9304d729579d36a42,2017-03-10 11:45:28,1,credit_card,3,34.86,5,c0c0c50de0f9c7089f7de06b69577afc,SP,housewares
d4e42f9170131eed76bf87f17541bc48,2017-03-11 14:21:09,1,credit_card,1,1.48,5,fc617e1d85eb5f935300c7943f732217,SP,housewares
d4e42f9170131eed76bf87f17541bc48,2017-03-11 14:21:09,2,voucher,1,33.38,5,fc617e1d85eb5f935300c7943f732217,SP,housewares
9f73f9300dc3e9f8efc83f19da546881,2017-04-19 17:23:15,1,credit_card,1,34.86,5,9634506e629708834ecc42acc3c90019,SP,housewares
78278e87bcd17ccb24ec5c720a19c073,2017-08-23 11:04:06,1,credit_card,1,34.17,4,649262de7a85e85d4aa59a350502429a,SP,housewares
d99b88619176350e49d910a4e548b951,2017-06-08 11:09:37,1,credit_card,2,66.01,5,5afe5092c3fa95bf7290839f3cea7e16,RS,housewares
13293961429976917597dafca90e49d3,2017-07-08 16:35:21,1,boleto,1,62.17,5,f733f4254cce4a375a82258c272d1549,SP,housewares
6ff5660ec1019c0a3c3f90871174467b,2017-07-28 21:03:52,1,credit_card,1,72.05,4,7fc2c421252081c686b320d8755ca82c,SC,housewares
b6373978185cedf353f7d890ae32240f,2017-07-13 00:54:41,1,credit_card,3,64.77,4,4cdf205f5d60c791072eafc0bd532316,SP,housewares
5de467fc62321ccf52146c24a059da7b,2017-07-15 13:49:34,1,credit_card,2,62.17,4,afcf95b63cc76b26655dd5caaba3f2b4,SP,housewares
243a969145fd8c5e4b6789857fc5d877,2017-07-07 21:46:44,1,boleto,1,62.17,5,29e751a66e1fb18552766444a32c14a6,SP,housewares
ed3c1f5d71f3d6ca31d19d9393eb950d,2017-07-18 16:52:16,1,credit_card,4,62.17,5,98a50bee84861e9791db5d436b08babb,SP,housewares
f10bf9222606964a98b1a5792871c43c,2017-06-06 14:54:05,1,boleto,1,66.01,5,b1c3a2eb5dd4e5653ed72d8c1b0f8853,MG,housewares
06b2c7035561ef12b16045ef4bf459e2,2017-07-05 07:54:14,1,credit_card,6,68.02,5,630331e73a79ae9a2ba821bd326ea298,SC,housewares
06b2c7035561ef12b16045ef4bf459e2,2017-07-05 07:54:14,1,credit_card,6,68.02,5,630331e73a79ae9a2ba821bd326ea298,SC,housewares
ae8978d20234f0da191a909faba05574,2017-07-20 18:01:45,1,credit_card,6,62.17,5,197c87c406ba8debb39112609412f394,SP,housewares
9b7130a90e8f2c23cba417fd1e9be425,2017-07-26 15:38:35,1,credit_card,3,66.17,5,a0ef77ac3d3662b055dc12b045da37ed,SP,housewares
dfb257681efc64103bc309ffee479b9f,2017-07-26 19:27:18,1,credit_card,2,26.54,4,7d8cd36a0f25f09130e18156dab1e684,SP,housewares
dfb257681efc64103bc309ffee479b9f,2017-07-26 19:27:18,2,voucher,1,42.26,4,7d8cd36a0f25f09130e18156dab1e684,SP,housewares
d1be5514260cbf085a5c99771a5b2741,2017-06-16 22:00:17,1,credit_card,5,64.77,5,7076e1d260017df80ba8cea3e7b53ced,SP,housewares
1a30d2ac91d72bf360521fad21067487,2017-06-12 10:30:58,1,credit_card,6,66.01,4,293b791060422a836254019d2e994ef8,RS,housewares
7d9c214c1febcd31fd655b4853bf3c38,2017-06-29 11:47:42,1,boleto,1,62.17,5,4a2d9f6fc118aa66891982662c63eff3,SP,housewares
434cecee7d1a65fc65358a632b6f725f,2017-05-29 13:21:46,1,credit_card,2,62.76,3,781f80ac54444e4020dc3f70f044d8b3,SP,housewares
f7efe4b422fd5a4d6415687184ce9059,2017-06-11 13:38:28,1,credit_card,1,66.01,5,c8b9d96c38916a738b394d87b319d41e,RS,housewares
8c759a2fd3a1de7793ba07dcd96abe4e,2017-07-28 12:10:15,1,credit_card,1,72.05,5,375285e23c212a027d6208103a3bd6f0,DF,housewares
8aaa6469d7ef4134e807e6b4da146012,2017-05-30 15:07:48,1,credit_card,6,60.17,5,6ad8b4d9cdddf93bca459b4821e1a81b,SP,housewares
6cd1a4eb4b9a14b5a991a897f096d443,2017-06-04 18:21:10,1,credit_card,4,62.76,5,8676c0cd5b7c5ffaa5ba1bba22eb6946,SP,housewares
99ad3ef53ed8bbe225a2bdc5b92f4ea9,2017-08-05 14:52:24,1,credit_card,2,66.17,5,07f61caa1c9e850c14e94854cec87545,SP,housewares
5c718680646ca12b84c0a2444a419672,2017-08-26 15:50:11,1,credit_card,1,66.78,5,f035a89568db3ca2e3900f59a5efe62f,SP,housewares
28071571611dcdb56bb375c9d6ad3fab,2017-07-02 14:56:13,1,credit_card,3,64.77,4,3e7499f6e0f11174dd9c9a5fde576e20,SP,housewares
