order_id,order_purchase_timestamp,payment_sequential,payment_type,payment_installments,payment_value,review_score,customer_unique_id,customer_state,product_category_name
315ab79b5d15b5e9304d729579d36a42,2017-03-10 11:45:28,1,credit_card,3,34.86,5,c0c0c50de0f9c7089f7de06b69577afc,SP,housewares
d4e42f9170131eed76bf87f17541bc48,2017-03-11 14:21:09,1,credit_card,1,1.48,5,fc617e1d85eb5f935300c7943f732217,SP,housewares
d4e42f9170131eed76bf87f17541bc48,2017-03-11 14:21:09,2,voucher,1,33.38,5,fc617e1d85eb5f935300c7943f732217,SP,housewares
259ec9586950682cf8417030d1b4a6ac,2017-03-25 19:22:00,1,credit_card,3,82.84,5,059e4dfa8c1b3dd4e5179e126987f1b9,MG,housewares
259ec9586950682cf8417030d1b4a6ac,2017-03-25 19:22:00,1,credit_card,3,82.84,5,059e4dfa8c1b3dd4e5179e126987f1b9,MG,housewares
a8c012ba7d95bd2d15f666681f19c146,2017-02-06 19:47:10,1,credit_card,1,41.42,4,83941fec1ea0d5752f8a0bfa124a5bb0,RJ,housewares
107280d6c872d2faa258ccce4d2e8798,2017-03-16 10:02:57,1,credit_card,1,37.86,5,e7c814132cd3a9f26e5a71a819d6b21e,SP,housewares
b843f3e786e91ebc527779dc682f5487,2017-02-12 01:27:41,1,credit_card,3,37.86,5,1d889107c6acf0d432404cb55326140c,SP,housewares
0d68c551465186fc0cc6b48f617e0f3a,2017-03-19 21:29:07,1,boleto,1,42.95,4,e89fed84ed8b2024c15f83cb33b95d39,MS,housewares
c8dee79811750611b390fe9501b1c543,2017-02-08 19:45:22,1,credit_card,5,51.74,5,c5de5fafe22ef9984f1c1b66834a7427,RN,housewares
855729ceef5841ce6e1c564027caf14d,2017-02-04 17:54:03,1,credit_card,4,41.42,4,e767f34a12740d2fc014485f4dfe2d5b,PR,housewares
56b50d57e6b735968a48a170b8364893,2017-02-08 16:06:47,1,boleto,1,200.36,1,24a5c2b24a4467c37e2f54c1b311de93,PR,housewares
bc491210c65d22f6572a4370f8e60248,2017-03-12 23:59:42,1,credit_card,1,51.64,1,9dad7ff946b6dbe698c097103546b07f,SP,housewares
21de78ac0578363ecb087f82755e6593,2017-02-12 12:12:51,1,credit_card,2,55.46,5,d249f687644a10a2680fcf334511beb0,MG,housewares
